fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.4859587607512665,1.354768552483752,0.0,3.325943321923882,0.11419175215025326,5.0,11.85103098121833,0.9958091794010884,3.5741268055116766,0.47982886747411324,10.785958760751267,3
7.165719088880397,1.0405267714762452,0.0,3.0590720351420204,0.1633795914838873,9.295150037192712,19.85702277799006,0.9958620151299733,3.5089548625882054,0.5282859544440199,10.348578633320596,3
8.661111689857762,0.742903124992519,0.2124552662088296,1.8365590277694657,0.09788173611227483,26.14695601871247,48.560931712949106,0.9976076167245547,3.3407347800935625,0.6861111689857762,9.787813657410178,3
8.416916002271329,0.6903952972052164,0.23809473542365528,1.9392094055895672,0.13461182493975735,5.535968648034776,13.856125407860896,0.9975777065966818,3.3690277727335625,0.63,9.230751404453903,3
9.441934098325998,0.780750316434791,0.35385576743694375,2.1498124208913025,0.0674756147158693,15.018757910869773,48.003751582173955,0.9989179657834237,3.280112547465219,0.5599624841782604,9.351313053760883,3
7.25728708875467,0.7374072801856215,0.09079052208505266,1.845185439628757,0.09637541211569453,5.849381867904143,12.602472528383426,0.9965121016491258,3.491258928482616,0.63,9.71654189525142,3
7.281027245450892,1.0620614869659217,0.019828792424851346,4.825034980320689,0.0910513622725445,4.2068483030059465,14.0,0.9971869322557756,3.5387875548456837,0.5320684830300595,10.501712075751486,3
7.356254993967954,1.095322737634305,0.02187250301602313,3.309482370311006,0.0812517978284633,11.561750904806939,29.31075211121619,0.9967968525271442,3.490015980697452,0.5443745006032047,10.262549939679538,3
9.816524629327475,0.7218327793789008,0.39469902279015406,2.518157348981977,0.1799673456069099,5.0,15.61101641955165,0.9988554229873723,3.2514111414053626,0.6124957388798242,8.847331117515603,3
7.139711025699773,0.831453041676213,0.02,2.2397110256997728,0.07964891634637415,6.0,11.725180608937642,0.9968024726219021,3.5307626426256347,0.5915252852512699,10.238560360615475,3
10.672589113917558,0.47180206329038177,0.4745178227835116,1.659010316451909,0.1288718107598778,28.548217721648836,47.7728424050687,0.9988833508354296,3.3504695126589312,0.7941242974699234,9.695558164561831,3
11.30985500464206,0.6069902321263201,0.6188398960073619,2.1932524419684203,0.07312281745589459,10.674755803158003,47.1349511606316,1.0005469665738156,3.254048534818948,0.5686504883936839,9.04723290622106,3
7.827862296433102,1.1065585789872647,0.009508051031846699,3.845907831146515,0.0908197668292996,5.475402551592335,12.573792345222994,0.9977029339196942,3.5586896172611495,0.5162298724203833,10.842620765477701,3
7.301360803417688,1.3079065097805604,0.0066364265907180395,2.0004536011392293,0.11742254155738172,5.331821329535902,9.995463988607707,0.9951714584486245,3.516591066476795,0.4763189057932575,10.584769736940894,3
8.244469750581471,0.8921423487831189,0.18398291810574358,2.1219644128042203,0.06385537366454863,17.803558719577975,48.5607117439156,0.9978736654801582,3.296821352317468,0.5543928825608441,9.546249110370457,3
9.30483905419728,0.6979447426174911,0.3439785405596374,3.2947210317847846,0.16083969951372093,4.336266093452897,15.336266093452897,0.9989619356216789,3.2396480687856526,0.5934946351399094,8.997360515892392,3
8.13009228905258,1.0036937482186092,0.10221292046736125,3.580748735035135,0.1086814766248412,12.057558794174941,22.274379275929242,0.9970185862457235,3.569158975912285,0.6178765108322752,10.505308722919311,3
6.760580970464039,0.7933195337552216,0.007883805907192138,1.4365141772157641,0.19249803417703432,12.05809704640393,22.29876497888668,0.9952185054810139,3.4106637679327094,0.5573028354431528,9.85912854430394,3
7.943390205031896,1.3052878359744828,0.009811148715197044,2.737724666487808,0.11100045590472779,5.490557435759852,9.981114871519704,0.996800718932761,3.490188851284803,0.4441501692183867,10.949055743575986,3
7.9391895701737365,0.750129482809551,0.15505635816253635,1.4847973925434341,0.2457984163328777,12.519142980024695,24.88625988548373,0.9961941108566985,3.2693693524367227,0.5479729856724579,9.356981833821326,3
7.47807925626678,0.9587453790907391,0.07527576540560756,2.1,0.06898484407131693,19.138326179354287,47.104317594579435,0.9971849955652344,3.301383261793543,0.5545955937101105,9.625321602210704,3
9.548528985222454,0.6804366017651506,0.3779227354680874,1.772610205254678,0.15648623038584716,12.564338768471933,39.306983694584204,0.9981971961500009,3.2799172856321723,0.5443566123152807,9.341911835796259,3
8.210623370022947,1.0054762976287288,0.02,3.3106233700229466,0.08366483763758606,6.0,11.055860393735658,0.9987568876502919,3.483910227561496,0.49782045512299217,10.94134658657756,3
6.934498829060885,0.8418997658121771,0.02241647151014762,3.2174824359132854,0.18405905541245376,10.17171740736162,22.275058546955716,0.9962208701797839,3.355866354416236,0.5144832943020295,9.979331772081181,3
7.742152324257068,0.9293497526917734,0.02,2.8421523242570674,0.08190807121596401,6.0,11.348654797339332,0.9979019279917691,3.504405835813753,0.5388116716275066,10.6339124627937,3
7.9763713459632175,0.9808948709705554,0.028090716350919573,4.0202882535705005,0.08346061890993868,5.190928364908043,11.809071635091957,0.9986934599421743,3.4584247563975477,0.49809071635091956,10.784247563975478,3
7.172192504729392,0.7938057045917984,0.05065953536594509,1.293048126182348,0.26007308393975853,14.862745124437968,27.655971510699416,0.9951948841242169,3.3034581109009156,0.5224064168243131,9.655258470383014,3
7.284670656338897,1.1353856254378452,0.03153293436611028,4.37037127435994,0.10231377219727861,3.738682625355589,12.153293436611028,0.9968537868419097,3.4369341312677792,0.47567904247866466,10.458538918874456,3
10.4,0.47735162079061544,0.43538007914907695,1.631829249849231,0.15708434790284617,27.628252923953834,40.969106674707675,0.9985572926497286,3.331662608388615,0.8094654542244615,9.570426875376922,3
10.363727167283391,0.6225659456196825,0.48365225427459335,2.1,0.1991838612638763,5.0,15.909317918208476,0.9993398907343553,3.1644045582584455,0.6270204458839929,8.432386457782687,3
11.363054215169175,0.5916004707156757,0.6274199545857617,2.1506362948269118,0.08352719509840606,10.296182231038529,46.111453306884414,1.0004993750354958,3.253455459362116,0.5670381776896146,9.039490964138471,3
8.326521958648776,1.0148219033114296,0.02593586693567833,3.383581644645996,0.08546502247774189,5.987370495881535,11.063147520592322,0.9989260621619769,3.475958558682091,0.491768130576585,10.967163289291992,3
7.978633124516143,0.9677778827338731,0.02,3.0786331245161422,0.08279487421693554,6.0,11.200854297177411,0.998333505452242,3.4940598008024186,0.5181196016048375,10.789102987963718,3
10.4,0.605306505345236,0.4880673845539207,2.083434724747892,0.1984815164352234,5.800654970518568,16.88348134677911,0.9993701825045461,3.1660739342591064,0.6363500221799748,8.441413188130271,3
10.15591125545891,0.6198954896435577,0.45899413245018583,2.0802090207128847,0.19195166842323974,5.065969930957051,15.736120276171794,0.9991757022347459,3.1857282730732503,0.63,8.50225339298343,3
7.032322491156942,0.8916664220817909,0.02323224911569425,1.6181804840824965,0.1712831336433397,17.85857992925554,38.292899646277704,0.9957972692586144,3.315353550176861,0.5285857992925554,9.753535501768612,3
10.389330472439507,0.6120830982380011,0.4876120581174133,2.1066049456326867,0.19941063562046799,5.005080727409759,15.974596362951207,0.9993975612508432,3.161625832771123,0.6292886981626338,8.413209891265373,3
8.000023684839746,1.0749956577793798,0.013333859663105479,3.683310964318017,0.08833299121898142,5.666692983155274,11.999921050534178,0.9981467277209203,3.529996052526709,0.5066653508422363,10.900007894946581,3
8.121014580717983,0.7503253278190153,0.18163950484872277,1.4752113709829133,0.21388420540029776,14.34873177410252,33.95380467769244,0.9963860372492859,3.300735204031196,0.5265126822589747,9.57983090321367,3
7.00639221354973,0.8480877613955474,0.04297941601622976,4.787324082109869,0.08106392213549724,3.702058398377024,13.53196106774865,0.9975932395104585,3.435102919918851,0.5457421412738243,10.141495133468581,3
7.536448295020345,1.4544853826651818,0.0,2.7831808285312896,0.12428965900406894,5.0,10.588792624491372,0.9953446756858129,3.5413086082367755,0.4444861934857584,10.836448295020345,3
9.620089747479113,0.5212406513042589,0.32901047053922994,1.4350074789565928,0.17143029189098558,30.10044873739557,43.88380700058421,0.9975379233301109,3.3670014957913184,0.7841753921160249,9.878335826318864,3
6.783628690388074,0.7840432484865711,0.026272151779105524,2.615379731283718,0.07883628690388071,5.372784822089447,12.418143451940368,0.996434869190018,3.5186392411044722,0.6070021101432798,10.002267931492545,3
8.183228672004955,1.113417062396037,0.016663676342998677,3.183138962294914,0.0928412576910535,5.8331838171499335,10.666367634299867,0.9982260446793437,3.483336323657001,0.474986543543494,10.983318381714993,3
7.3571679426309995,1.1589948223116777,0.0012237730676857503,4.100087799208495,0.09583741558569844,5.061188653384288,13.877622693231425,0.9965632868079695,3.625104907729257,0.5455069788045859,10.654108509961784,3
7.350245702640023,1.0830036904120468,0.024877148679988595,3.180282606760491,0.07908845295040817,12.463144603996579,31.414004075992015,0.9968238943381199,3.470786248448073,0.5449754297359978,10.202457026400227,3
7.92330620975358,1.3213550321971363,0.009237320278673706,2.700425818113791,0.11252110126151463,5.461866013933685,9.92373202786737,0.9966813626179641,3.4907626797213265,0.4415679412540317,10.946186601393368,3
7.389674077062902,1.2834404486586926,0.021032592293709757,3.6143466451471027,0.11386414847691917,4.15869630825161,11.103259229370975,0.9961565641283023,3.4579348154125804,0.45047822150490346,10.605543707888064,3
9.140977883590303,1.0461612331847885,0.26967112962830275,2.1,0.17167200238078176,5.0,12.852444708975755,0.9973136204928067,3.3128812569926063,0.5265803261520605,9.524126889651516,3
7.572134576279222,1.5249657881514638,0.0,2.3995533049983626,0.13142691525584432,5.0,9.696635593019447,0.9950163618982312,3.5181125254185055,0.41950579660454457,10.872134576279223,3
7.077560998579896,0.7860873959812608,0.03238211650098788,1.2231300832149912,0.25759376615923685,17.387804992899483,30.464905270282784,0.9949883320013537,3.324626016642998,0.5369850970841565,9.807710027738331,3
11.370857951669832,0.6013155393795504,0.6274938024461857,2.1946711151551126,0.07330724497016461,10.53288848448876,47.10657769689775,1.0006001668183166,3.2531973309069326,0.5689342230310225,9.037302193914213,3
7.564905927355008,1.5480254004790077,0.0007798682809998137,2.088301975785003,0.13469938857105046,5.03899341404999,9.116980242149973,0.994808351833422,3.5019496707024995,0.40896848523149787,10.86295625665251,3
6.767226302702834,0.8008159694981494,0.018079248494204735,2.0352920594599198,0.0798247139305055,5.903962424710237,12.192075150579527,0.9960576225451738,3.557683006023181,0.6213566182239213,10.022028181467322,3
7.768045983022374,0.7141618767685027,0.11293869801927692,1.2806704985851978,0.23419399724201956,20.84022991511187,34.10913157706253,0.9956807349996418,3.3361340997170394,0.6041155816827308,9.826890166195067,3
9.2830335284096,0.9969490990866744,0.29453086747167995,2.1,0.17486825438921597,5.0,13.207583821023999,0.9975490269899359,3.2956316429788344,0.5382491826907886,9.39729149249143,3
6.780453786612021,0.7831304636509561,0.026034033995901575,2.5844244194672044,0.0788045378661202,5.3965966004098425,12.402268933060105,0.9964183596903825,3.519829830020492,0.6078752086816942,10.000283616632512,3
8.017137398203362,0.9740348272080461,0.02,3.1171373982033606,0.0829392652432626,6.0,11.1767891261229,0.9984037757517211,3.492375238828603,0.5147504776572059,10.814371417570955,3
7.739629115262483,0.9522885180942167,0.03400927211843793,4.474044195746908,0.08306604852543743,4.599072788156207,12.400927211843793,0.9985277403806837,3.4426419410174987,0.5040092721184379,10.626419410174988,3
6.834122032201221,0.8360419198574198,0.0,1.3734536636895425,0.2573320908763206,15.374429409644273,28.146949194969462,0.9948174844014338,3.3376297166372977,0.5117061016100611,9.851183048301833,3
7.443703848468205,1.2713151007247057,0.0,3.7801836289667925,0.10574076969364098,5.0,12.907403788294866,0.9961979245940925,3.6015924984956666,0.5094073060722563,10.743703848468204,3
6.897373968446873,0.8798341951284583,0.01436074375866079,2.4908088895640534,0.08335729342927223,5.71803718793304,12.56392562413392,0.9961691776872402,3.5725570249653567,0.6046233469139736,10.16147210905022,3
8.134917712519494,1.0502650860380929,0.0163315047226554,3.5559110492871455,0.08638452193027397,5.8165752361327705,11.55027429160169,0.998494454547828,3.5075137145800843,0.4991712381933615,10.94497257083983,3
7.452142861080035,1.2879821506330695,0.0,3.6894642433896223,0.10742857221600693,5.0,12.696428472999122,0.9961202856780637,3.596107140297977,0.5034999972439754,10.752142861080035,3
7.900163394060998,0.9550265515349121,0.02,3.0001633940609973,0.08250061272772874,6.0,11.249897878711877,0.9981902981941614,3.4974928515098314,0.5249857030196627,10.73760722735253,3
9.981452962892295,0.7549966521408835,0.4167542685061516,2.1,0.19058269166507663,5.0,14.953632407230737,0.9987064077670786,3.21082356879165,0.5956193505232956,8.773702711703308,3
7.4489181356063625,1.1756240240087807,0.007989962149039187,4.214942002815441,0.09867952265581835,5.0,14.03261209040424,0.9966456569265659,3.622336158755003,0.5414675440681909,10.662496096035122,3
8.06823734755332,1.2054101219573443,0.013378209930094847,2.969583645456165,0.10154774368524863,5.6689104965047425,10.337820993009485,0.9975426676654597,3.486621790069905,0.4602019446854268,10.966891049650474,3
10.055511681497709,0.5000076425778182,0.37888365230779114,1.5666751584197982,0.13566547782122826,32.444246303538044,48.111125264033,0.998178870914678,3.37222123151769,0.8255511681497709,9.877774947193402,3
10.390142567182906,0.6111765323039757,0.48860088050338013,2.1,0.19955800543174965,5.047697255566586,16.10493396224649,0.9993925274299612,3.160476972555666,0.6297456146369782,8.404133762149105,3
7.417224474308075,0.8765489770750621,0.02,2.5172244743080743,0.08068959177865528,6.0,11.551734703557454,0.9973089346656122,3.5186214292490217,0.5672428584980436,10.420678561264673,3
6.939247743762977,0.8287837263318559,0.03794358078222329,4.1326655016890275,0.08039247743762971,4.205641921777671,13.196238718814886,0.9972440882675675,3.4602820960888834,0.5642068704651813,10.09952983985186,3
7.811637976360449,1.1095330376672512,0.009147510585787734,3.861230800104021,0.09105411811923793,5.457375529289386,12.62787341213184,0.9976611112279514,3.561393670606592,0.5171312235355306,10.837212658786816,3
8.095171840268115,0.9952499306990639,0.02512070399329714,3.7925873061527806,0.08365861973378018,5.487929600670286,11.512070399329714,0.9987766202881877,3.466344789351208,0.4951207039932971,10.863447893512076,3
7.5735467076946765,0.7709508124784976,0.10528830188066425,1.3933866769236691,0.2526034362734602,13.636385059821823,26.206636888880336,0.9957177594608577,3.285620146324681,0.5357848902564892,9.49917628034096,3
7.485672925041631,1.3542040269572202,0.0,3.329016055802472,0.114134585008326,5.0,11.858176873959238,0.995811809089617,3.57431259872294,0.4800289524708587,10.78567292504163,3
7.791189212580017,1.5137665942133514,0.033458112201502965,2.1,0.14130175728305028,5.0,9.477973031450043,0.9950768278379897,3.476784167043855,0.4157048281762157,10.7292953459107,3
7.268221375637552,1.1121921396489485,0.03317786243624479,4.4888060954096245,0.10050435132013064,3.6728855025502085,12.317786243624479,0.9969630100657666,3.4336442751275102,0.4796268698469875,10.435509925892573,3
7.155732921365583,1.0343686348421095,0.0,3.0083090169417135,0.16620900561308477,9.478229774964312,20.106676965860423,0.9958305587023016,3.5037953427055513,0.5277866460682792,10.333599382048375,3
7.935930786618136,0.7593867219051538,0.1561904831599937,1.4366522472121117,0.22132611628806248,14.58008651672733,33.25974044981801,0.9961512121855217,3.303434342695152,0.5241991348327267,9.61067820223031,3
9.506659698322881,0.7747293303885692,0.3630377711574319,2.151317667402858,0.06767129676237149,14.86823325971423,47.97364665194284,0.9989744125276071,3.2792093995582854,0.5602635334805716,9.340776328179995,3
9.51237442015767,0.7741977283574261,0.3638484642549253,2.1514505679106435,0.06768857382838366,14.854943208935651,47.97098864178713,0.9989793962966491,3.279129659253614,0.5602901135821287,9.339846024625496,3
8.67707264068428,0.7483562879450503,0.2602763520912373,3.9795571192535135,0.13839229442446815,3.955801600414715,14.955801600414715,0.9987108290562736,3.285303807950234,0.5725690880228094,9.339778559626756,3
8.63657546241966,0.9542876478133047,0.09532879397011423,3.1916437613592583,0.10259178744794309,5.839725970276353,11.801370148618236,0.9989969315342674,3.4287123104884327,0.5124383641613106,10.583287522718518,3
8.113680889151873,1.1690552886785017,0.014676596832910655,3.0539787941391925,0.09810701839278674,5.733829841645533,10.467659683291066,0.9978127321412454,3.485323403167089,0.46604468574809793,10.973382984164553,3
9.857539890555751,0.6747452388691524,0.4130056618853323,2.1,0.17567678864104816,7.6248069811818535,21.774575358600078,0.9989887802396148,3.1862480698118185,0.6160010294336968,8.627483271702427,3
8.536057128049539,0.7300055364392413,0.23870785510681164,1.561678568343654,0.19719603630967478,13.829928589938076,35.510214230185774,0.9969126224812128,3.294682500215944,0.5317007141006193,9.510657145325077,3
6.9294757775449245,0.9690779306520423,0.014900538276779455,1.8764919258483082,0.09304341208350059,5.745026913838973,11.235080741516919,0.9956838333731604,3.5372513456919483,0.5713561901829638,10.192224431852976,3
7.767228329756807,1.4462173361945545,0.004777952278765913,2.4105668981197845,0.12433842646127025,5.2388976139382954,9.477795227876591,0.9957538140739833,3.495222047721234,0.4215007852544466,10.92388976139383,3
7.004278104117237,0.9447402774997508,0.011306339882364673,2.8649733644103277,0.08625897711175352,5.565316994118234,12.869366011763532,0.996260809803529,3.584774640470541,0.590878529470641,10.276012254411324,3
7.349884248313964,1.082262709043626,0.02505787584301805,3.1725113387502235,0.07895832939302695,12.517362752905417,31.540513090112636,0.9968255208825871,3.4696295946046845,0.5450115751686037,10.198842483139638,3
6.7603180110903285,0.7773414281884693,0.0245238508317746,2.388100608130698,0.07860318011090327,5.54761491682254,12.30159005545164,0.9963136536576697,3.527380745841127,0.6134125469501598,9.987698756931454,3
7.396659815953965,1.39473449898028,0.004518670756578542,2.032219938651322,0.12366992126809323,5.2259335378289276,9.677800613486781,0.9950401575869079,3.511296676891446,0.4519647137006533,10.685363139062519,3
9.274126816817201,1.0000346384597552,0.29297219294301036,2.1,0.174667853378387,5.0,13.185317042043005,0.9975342672964399,3.2967131722436256,0.5375175599528416,9.40524391355607,3
11.067803983951363,0.6060554299523812,0.5868230477933125,2.0891258299898676,0.09539871481195561,10.665245020060796,45.00426493981762,1.0001247763046381,3.2577611919007095,0.5633475497993921,9.088699336008107,3
9.674844149647148,0.6200803695042918,0.3184781809506006,2.164726196156782,0.13339750639435433,26.990160113255754,39.78156702933433,0.997904243979131,3.440429654196071,0.782650042629029,10.093374893427427,3
10.16193684241286,0.6291171929577553,0.45825824565504786,2.359705262822336,0.19148743860749012,4.855719298432035,15.855719298432035,0.9993047747369651,3.1773136841881557,0.622064561413762,8.529852631411169,3
8.825820799497894,0.7978859045760578,0.2665681134771204,2.1,0.12941583584845395,12.616996131461804,32.75739148921597,0.9982066706060709,3.236169961314618,0.5893760206322037,9.06013966472669,3
11.119851623168127,0.5920037094207968,0.591978979948818,2.159987635264011,0.12441557956734667,7.999381763200528,34.59616693184328,1.000239826893696,3.2139888717376097,0.5940074188415936,8.759925811584063,3
6.750209552500996,0.7876152538755476,0.009958089499800838,1.498742684994025,0.1728960542268821,11.02095525009958,20.53562392516929,0.9953522967727372,3.4345180292477093,0.569748536998805,9.874685671248507,3
7.579419777815201,1.5393540611850238,0.0,2.32123738848658,0.13288395556304028,5.0,9.514505554619952,0.9949493380441001,3.5133771444201187,0.41440615552935867,10.879419777815203,3
7.09343255921529,0.8731118607743961,0.0495074419411468,5.635967452349084,0.08193432559215282,3.04925580588532,13.967162796076453,0.9980458493079195,3.402462790294266,0.5218060462157951,10.195895349509556,3
8.06486646033657,1.2081068317307455,0.013281898866759095,2.963323426339341,0.10180296800308837,5.664094943337955,10.32818988667591,0.997522634964286,3.486718101133241,0.4597685449004159,10.966409494333796,3
10.494953395314678,0.45107789612004556,0.43899067906293526,1.555389480600228,0.1393819241105483,32.10093209370647,47.9208721705711,0.9985162370169837,3.3697133821742433,0.8370529294656198,9.828784953513994,3
9.791751307220137,0.5459529980971374,0.3474025753778873,1.6177255534412638,0.12851842251822307,31.253070419703846,48.19620925573544,0.9980708142452159,3.366265352098519,0.7991751307220137,9.860758148852913,3
7.826778966154993,1.1067571895382513,0.0094839770256665,3.846930976409174,0.09083541493331673,5.474198851283325,12.577403446150026,0.9977001413349773,3.5588701723075014,0.5162900574358338,10.842259655384996,3
10.76142020302483,0.6210554692269094,0.5446952779159141,2.025295875630173,0.10771789600337667,11.048224746218963,43.85532576134311,0.9997360518825876,3.2622292887058877,0.5595177525378103,9.139763299495861,3
6.775073488949389,0.8012904189221642,0.004985302210122071,1.349559066303662,0.21988889411434645,13.507348894938964,24.76249312139624,0.9950315519925529,3.377330975416404,0.5399118132607325,9.837389766575916,3
7.383989659901054,1.1521788027971618,0.008005170049472744,3.905777687872672,0.09123627756437955,7.401551014841823,19.60361903463092,0.9966720465304453,3.5787669116833745,0.5416010340098946,10.539896599010545,3
7.102319468091527,0.8782704500090535,0.049768053190847275,5.683299829741004,0.0822551414900679,3.009277872366109,13.976805319084727,0.9980645987318723,3.4004638936183054,0.5194433276580335,10.203247255328138,3
11.132708887332317,0.5254827035221036,0.5665417774664634,1.927413517610518,0.10164805749950459,19.345822253353667,47.389409260556405,0.9998342650338201,3.300623203872332,0.6829286855613568,9.350468334500762,3
8.839855978771967,0.9145995470016639,0.14082490953467802,3.0658034417125926,0.11382061597026097,5.742925724394302,12.28537137802849,0.9990433956522907,3.3977362318061766,0.5259903985847977,10.331606883425186,3
7.340167348627334,0.9040202212924695,0.043995816284316654,5.239679248464277,0.08240027891437882,3.6004183715683347,13.399581628431665,0.9982481171440392,3.4160111565751556,0.5139958162843167,10.360111565751556,3
7.9105526107265485,1.0913986880334663,0.011345613571701059,3.767811423202705,0.08962535117839428,5.567280678585053,12.29815796424484,0.9979160911743173,3.544907898212242,0.5116359660707474,10.870184203575516,3
9.395037928193789,0.785112750865694,0.3472030549298166,2.1487218122835765,0.06733383559686494,15.12781877164235,48.02556375432847,0.998877067960634,3.280766912629854,0.5597443624567153,9.358947314014964,3
9.112436605281168,0.8114012460203563,0.30711309981895646,2.142149688494911,0.06647945950433841,15.78503115050891,48.157006230101786,0.9986306133185591,3.2847101869030535,0.5584299376989822,9.404952180535624,3
7.055007266382992,0.8620645890851102,0.0466255449787244,5.261320847234171,0.08155007266382984,3.3374455021275606,13.77503633191496,0.9978460377851915,3.416872275106378,0.5323730017446773,10.17187954148937,3
8.273295928890466,1.0167732580742646,0.020667601777738357,3.4511828029599405,0.08395549321481745,5.933239822226165,11.066760177773835,0.9989013071502234,3.478219728592698,0.4906676017777383,10.982197285926977,3
6.762461295546201,0.7779576224695328,0.02468459716596507,2.408997631575459,0.078624612955462,5.531540283403492,12.312306477731005,0.9963247987368402,3.5265770141701744,0.6128231437247947,9.989038309716374,3
7.3643099003399435,1.1629911052096313,0.0,4.068575326728042,0.10711219490368282,5.6543184937677164,14.892252491501432,0.9964875761860709,3.611560115175637,0.5382154950169972,10.646464850509913,3
9.982272920238415,0.6915562393820236,0.39650870119621684,2.358592954138124,0.1769255517845982,5.198917657029326,15.00541171485337,0.9993045195246258,3.223653650249384,0.6021515280158944,8.917185908276247,3
8.968638785598655,0.9590413177887653,0.2465003805940743,3.4843548784577996,0.08840983522172159,6.867427125712684,26.325019029703714,0.9981686387855987,3.4880755384458357,0.5512045627542761,10.065074777257687,3
6.798679225814972,0.8142735741982345,0.0002641548370056057,1.2079246451101682,0.26450373679029704,15.867922581497197,28.775468388545235,0.9947270379869868,3.3230377806255644,0.5115849290220337,9.801981161277542,3
9.180748196660364,0.567005396181212,0.2777539562770424,1.3983956830550304,0.18631908889095433,27.903740983301816,41.565059926818584,0.9970973613860955,3.359679136611006,0.7414616302308686,9.866131894351676,3
7.27840192041416,1.059348651094632,0.020266346597640008,4.83772405133156,0.0909200960207079,4.1893461360944,14.0,0.9971998838592901,3.5367748056508557,0.5318934613609441,10.4973365340236,3
8.407689450718452,0.9989749167644929,0.04410192468460575,3.3333351019361968,0.08994856013492397,5.94871930918169,11.25640345409155,0.9989446147315928,3.4635901789381407,0.4971792967145634,10.866670203872394,3
7.318856869571888,1.0186565826223704,0.04057156521405603,2.505422695795591,0.06778847304587965,17.171469564216807,42.400095649839216,0.9969651440869265,3.3703419826300416,0.5481143130428112,9.88856869571888,3
7.19873047870561,1.0608837952017929,0.0,3.226879933420183,0.15402636436674383,8.689941223730486,19.031738032359755,0.9959660010079227,3.526010747331232,0.5299365239352806,10.398095718058414,3
8.119297765678912,1.1645617874568714,0.014837079019397452,3.0644101362608342,0.09768174059859673,5.7418539509698725,10.483707901939745,0.9978461124360347,3.4851629209806023,0.46676685558728853,10.974185395096987,3
9.29055340138463,0.8226439314012794,0.3087903888928228,2.895103395674349,0.16190900011420556,5.0,15.26036893425642,0.998364516507959,3.3338133004497417,0.5967166020415389,9.250575725605117,3
7.666514380853555,1.5267884953171555,0.0019004108815301596,2.2235267072994604,0.13196391116394499,5.095020544076508,9.190041088153016,0.9951552854633583,3.49809958911847,0.40855184896688573,10.909502054407652,3
7.909897493834243,1.0915187927970555,0.011331055418538719,3.7684301447121045,0.0896348139779498,5.566552770926936,12.300341687219191,0.9979144024285506,3.5450170843609596,0.5116723614536532,10.86996583127808,3
7.139031612708216,0.9300345739185846,0.0460968387291784,5.418972388500845,0.08629347739790368,3.156126450832864,13.60968387291784,0.9978208300916174,3.407806322541643,0.5106324129500281,10.254644257791503,3
7.315459402009853,1.3207518996089769,0.006323124399781055,2.0051531340032844,0.11834678302064582,5.316156219989053,9.948468659967158,0.9951520337127864,3.5158078109994526,0.4727159305974822,10.5996515910104,3
8.065643088592507,1.0629654337580405,0.014792068635389023,3.6213370829959666,0.08738515538699712,5.739603431769451,11.781189704691647,0.9983158799617051,3.5190594852345822,0.5030198284115275,10.921881029530836,3
7.49527491401891,1.3731679551873461,0.0,3.225794674296724,0.11605498280378178,5.0,11.618127149527265,0.9957234707910261,3.5680713058877087,0.47330756018676345,10.79527491401891,3
10.4642630563756,0.60839342359061,0.49910393298654315,2.1053552546979666,0.19325237908056211,5.267762734898328,17.660128956369636,0.9994749735657715,3.16481972922817,0.62678684718122,8.4321315281878,3
8.375796253125767,0.879925929941789,0.20261295683877173,2.125018517514553,0.06425240727689185,17.498148248544727,48.49962964970894,0.9979881944067956,3.2949888894912682,0.5550037035029106,9.52487037739813,3
7.616690904010617,1.5666472767915067,0.0004768829717319068,2.130997393162574,0.13573626012491036,5.023844148586595,9.04768829717319,0.9948591916581202,3.499523117028268,0.4021459733727936,10.902384414858659,3
7.256836244204724,0.8624055743290147,0.07091149922729645,5.528905915413029,0.08760808388368396,3.095052269214984,14.095052269214984,0.9981427344976819,3.388593727694202,0.5252278748068241,10.114452957706513,3
7.28849048132108,1.2961802163147618,0.006922433748420445,1.9961634937736934,0.11657882044215963,5.3461216874210225,10.038365062263066,0.9951891908924021,3.517306084371051,0.47960798810683514,10.571184396950029,3
9.138451794042595,0.8563022687821602,0.2076534967619139,2.8809584132117276,0.13031448005187662,5.600737240932098,12.99631379533951,0.9991116461243525,3.3522359170982714,0.5458967862695062,9.961916826423455,3
9.14041509293279,0.659411564456869,0.269662446575849,1.743790627174299,0.11086931219559815,28.311552032599693,48.406317711957165,0.9978039765058144,3.3515577601629984,0.7340415092932788,9.818736457608567,3
7.932675110487513,1.08290393715656,0.08700360137962705,3.868249504150616,0.11528851212673785,5.0,14.355116740325009,0.997097163436455,3.546547566023623,0.5559802533146254,10.29161574862624,3
9.299401464721637,0.7413617606622562,0.3337860143475872,2.1,0.15065058180526053,10.325476783604982,27.71604892393096,0.9985656753039018,3.21325476783605,0.6015974571541067,8.861541321245765,3
10.4,0.5038753240368226,0.44630160401516217,1.7254423201299618,0.16566554601191316,23.103621193718514,35.97640959306871,0.9987257961762339,3.297337815952347,0.7735804439501813,9.336394199675096,3
7.240955464376283,0.793411555389911,0.060631376351738986,1.2918657217450589,0.24926991570320362,15.448805669529646,30.653582991411064,0.9952694622454273,3.3135693994778457,0.5155119433047035,9.726507422603953,3
10.4,0.5709704102006904,0.4739289924355784,1.962248506590672,0.18737277977081163,11.657988848117519,23.346746315164157,0.9991520473118631,3.2105088809167537,0.6828047391402424,8.74437873352332,3
